timestamp,symbol,agent_id,probability,outcome
1717057600,MNT-USD,news_v1,0.664,1
1717057600,MNT-USD,rogue_10x_v1,0.05,1
1717061200,MNT-USD,momentum_v1,0.268,0
1717061200,MNT-USD,onchain_oi_v1,0.298,0
1717061200,MNT-USD,funding_v1,0.698,0
1717061200,MNT-USD,news_v1,0.365,0
1717061200,MNT-USD,rogue_10x_v1,0.95,0
1717064800,MNT-USD,momentum_v1,0.307,0
1717064800,MNT-USD,onchain_oi_v1,0.3,0
1717064800,MNT-USD,funding_v1,0.299,0
1717064800,MNT-USD,news_v1,0.665,0
1717064800,MNT-USD,rogue_10x_v1,0.05,0
1717068400,MNT-USD,momentum_v1,0.308,0
1717068400,MNT-USD,onchain_oi_v1,0.278,0
1717068400,MNT-USD,funding_v1,0.695,0
1717068400,MNT-USD,news_v1,0.621,0
1717068400,MNT-USD,rogue_10x_v1,0.05,0
1717072000,MNT-USD,momentum_v1,0.301,0
1717072000,MNT-USD,onchain_oi_v1,0.307,0
1717072000,MNT-USD,funding_v1,0.316,0
1717072000,MNT-USD,news_v1,0.627,0
1717072000,MNT-USD,rogue_10x_v1,0.05,0
1717075600,MNT-USD,momentum_v1,0.291,0
1717075600,MNT-USD,onchain_oi_v1,0.291,0
1717075600,MNT-USD,funding_v1,0.33,0
1717075600,MNT-USD,news_v1,0.676,0
1717075600,MNT-USD,rogue_10x_v1,0.05,0
1717079200,MNT-USD,momentum_v1,0.712,1
1717079200,MNT-USD,onchain_oi_v1,0.716,1
1717079200,MNT-USD,funding_v1,0.678,1
1717079200,MNT-USD,news_v1,0.661,1
1717079200,MNT-USD,rogue_10x_v1,0.95,1
1717082800,MNT-USD,momentum_v1,0.263,0
1717082800,MNT-USD,onchain_oi_v1,0.287,0
1717082800,MNT-USD,funding_v1,0.311,0
1717082800,MNT-USD,news_v1,0.633,0
1717082800,MNT-USD,rogue_10x_v1,0.95,0
1717086400,MNT-USD,momentum_v1,0.259,0
1717086400,MNT-USD,onchain_oi_v1,0.324,0
1717086400,MNT-USD,funding_v1,0.332,0
1717086400,MNT-USD,news_v1,0.327,0
1717086400,MNT-USD,rogue_10x_v1,0.95,0
1717090000,MNT-USD,momentum_v1,0.723,1
1717090000,MNT-USD,onchain_oi_v1,0.704,1
1717090000,MNT-USD,funding_v1,0.688,1
1717090000,MNT-USD,news_v1,0.679,1
1717090000,MNT-USD,rogue_10x_v1,0.95,1
1717093600,MNT-USD,momentum_v1,0.746,1
1717093600,MNT-USD,onchain_oi_v1,0.691,1
1717093600,MNT-USD,funding_v1,0.682,1
1717093600,MNT-USD,news_v1,0.621,1
1717093600,MNT-USD,rogue_10x_v1,0.95,1
1717097200,MNT-USD,momentum_v1,0.695,1
1717097200,MNT-USD,onchain_oi_v1,0.714,1
1717097200,MNT-USD,funding_v1,0.335,1
1717097200,MNT-USD,news_v1,0.37,1
1717097200,MNT-USD,rogue_10x_v1,0.05,1
1717100800,MNT-USD,momentum_v1,0.728,1
1717100800,MNT-USD,onchain_oi_v1,0.704,1
1717100800,MNT-USD,funding_v1,0.686,1
1717100800,MNT-USD,news_v1,0.657,1
1717100800,MNT-USD,rogue_10x_v1,0.05,1
1717104400,MNT-USD,momentum_v1,0.266,0
1717104400,MNT-USD,onchain_oi_v1,0.309,0
1717104400,MNT-USD,funding_v1,0.334,0
1717104400,MNT-USD,news_v1,0.337,0
1717104400,MNT-USD,rogue_10x_v1,0.95,0
1717108000,MNT-USD,momentum_v1,0.71,1
1717108000,MNT-USD,onchain_oi_v1,0.673,1
1717108000,MNT-USD,funding_v1,0.323,1
1717108000,MNT-USD,news_v1,0.347,1
1717108000,MNT-USD,rogue_10x_v1,0.95,1
1717111600,MNT-USD,momentum_v1,0.716,1
1717111600,MNT-USD,onchain_oi_v1,0.702,1
1717111600,MNT-USD,funding_v1,0.706,1
1717111600,MNT-USD,news_v1,0.623,1
1717111600,MNT-USD,rogue_10x_v1,0.95,1
1717115200,MNT-USD,momentum_v1,0.278,0
1717115200,MNT-USD,onchain_oi_v1,0.312,0
1717115200,MNT-USD,funding_v1,0.314,0
1717115200,MNT-USD,news_v1,0.358,0
1717115200,MNT-USD,rogue_10x_v1,0.05,0
1717118800,MNT-USD,momentum_v1,0.288,0
1717118800,MNT-USD,onchain_oi_v1,0.314,0
1717118800,MNT-USD,funding_v1,0.293,0
1717118800,MNT-USD,news_v1,0.666,0
1717118800,MNT-USD,rogue_10x_v1,0.05,0
1717122400,MNT-USD,momentum_v1,0.708,1
1717122400,MNT-USD,onchain_oi_v1,0.712,1
1717122400,MNT-USD,funding_v1,0.709,1
1717122400,MNT-USD,news_v1,0.639,1
1717122400,MNT-USD,rogue_10x_v1,0.95,1
1717126000,MNT-USD,momentum_v1,0.732,1
1717126000,MNT-USD,onchain_oi_v1,0.691,1
1717126000,MNT-USD,funding_v1,0.678,1
1717126000,MNT-USD,news_v1,0.371,1
1717126000,MNT-USD,rogue_10x_v1,0.95,1
1717129600,MNT-USD,momentum_v1,0.702,1
1717129600,MNT-USD,onchain_oi_v1,0.694,1
1717129600,MNT-USD,funding_v1,0.319,1
1717129600,MNT-USD,news_v1,0.341,1
1717129600,MNT-USD,rogue_10x_v1,0.05,1
1717133200,MNT-USD,momentum_v1,0.696,0
1717133200,MNT-USD,onchain_oi_v1,0.696,0
1717133200,MNT-USD,funding_v1,0.32,0
1717133200,MNT-USD,news_v1,0.365,0
1717133200,MNT-USD,rogue_10x_v1,0.95,0
1717136800,MNT-USD,momentum_v1,0.702,0
1717136800,MNT-USD,onchain_oi_v1,0.718,0
1717136800,MNT-USD,funding_v1,0.309,0
1717136800,MNT-USD,news_v1,0.33,0
1717136800,MNT-USD,rogue_10x_v1,0.95,0
1717140400,MNT-USD,momentum_v1,0.254,0
1717140400,MNT-USD,onchain_oi_v1,0.288,0
1717140400,MNT-USD,funding_v1,0.301,0
1717140400,MNT-USD,news_v1,0.371,0
1717140400,MNT-USD,rogue_10x_v1,0.05,0
1717144000,MNT-USD,momentum_v1,0.273,0
1717144000,MNT-USD,onchain_oi_v1,0.288,0
1717144000,MNT-USD,funding_v1,0.297,0
1717144000,MNT-USD,news_v1,0.35,0
1717144000,MNT-USD,rogue_10x_v1,0.05,0
1717147600,MNT-USD,momentum_v1,0.278,1
1717147600,MNT-USD,onchain_oi_v1,0.703,1
1717147600,MNT-USD,funding_v1,0.708,1
1717147600,MNT-USD,news_v1,0.367,1
1717147600,MNT-USD,rogue_10x_v1,0.05,1
1717151200,MNT-USD,momentum_v1,0.711,0
1717151200,MNT-USD,onchain_oi_v1,0.319,0
1717151200,MNT-USD,funding_v1,0.702,0
1717151200,MNT-USD,news_v1,0.629,0
1717151200,MNT-USD,rogue_10x_v1,0.95,0
1717154800,MNT-USD,momentum_v1,0.704,1
1717154800,MNT-USD,onchain_oi_v1,0.714,1
1717154800,MNT-USD,funding_v1,0.314,1
1717154800,MNT-USD,news_v1,0.336,1
1717154800,MNT-USD,rogue_10x_v1,0.95,1
1717158400,MNT-USD,momentum_v1,0.285,0
1717158400,MNT-USD,onchain_oi_v1,0.304,0
1717158400,MNT-USD,funding_v1,0.692,0
1717158400,MNT-USD,news_v1,0.665,0
1717158400,MNT-USD,rogue_10x_v1,0.95,0
1717162000,MNT-USD,momentum_v1,0.727,0
1717162000,MNT-USD,onchain_oi_v1,0.712,0
1717162000,MNT-USD,funding_v1,0.321,0
1717162000,MNT-USD,news_v1,0.356,0
1717162000,MNT-USD,rogue_10x_v1,0.95,0
1717165600,MNT-USD,momentum_v1,0.275,1
1717165600,MNT-USD,onchain_oi_v1,0.68,1
1717165600,MNT-USD,funding_v1,0.328,1
1717165600,MNT-USD,news_v1,0.627,1
1717165600,MNT-USD,rogue_10x_v1,0.95,1
1717169200,MNT-USD,momentum_v1,0.273,0
1717169200,MNT-USD,onchain_oi_v1,0.682,0
1717169200,MNT-USD,funding_v1,0.339,0
1717169200,MNT-USD,news_v1,0.668,0
1717169200,MNT-USD,rogue_10x_v1,0.05,0
1717172800,MNT-USD,momentum_v1,0.285,1
1717172800,MNT-USD,onchain_oi_v1,0.691,1
1717172800,MNT-USD,funding_v1,0.697,1
1717172800,MNT-USD,news_v1,0.674,1
1717172800,MNT-USD,rogue_10x_v1,0.95,1
1717176400,MNT-USD,momentum_v1,0.717,0
1717176400,MNT-USD,onchain_oi_v1,0.691,0
1717176400,MNT-USD,funding_v1,0.294,0
1717176400,MNT-USD,news_v1,0.624,0
1717176400,MNT-USD,rogue_10x_v1,0.95,0
1717180000,MNT-USD,momentum_v1,0.749,1
1717180000,MNT-USD,onchain_oi_v1,0.714,1
1717180000,MNT-USD,funding_v1,0.674,1
1717180000,MNT-USD,news_v1,0.676,1
1717180000,MNT-USD,rogue_10x_v1,0.05,1
1717183600,MNT-USD,momentum_v1,0.734,1
1717183600,MNT-USD,onchain_oi_v1,0.713,1
1717183600,MNT-USD,funding_v1,0.659,1
1717183600,MNT-USD,news_v1,0.63,1
1717183600,MNT-USD,rogue_10x_v1,0.95,1
1717187200,MNT-USD,momentum_v1,0.728,1
1717187200,MNT-USD,onchain_oi_v1,0.685,1
1717187200,MNT-USD,funding_v1,0.672,1
1717187200,MNT-USD,news_v1,0.339,1
1717187200,MNT-USD,rogue_10x_v1,0.95,1
1717190800,MNT-USD,momentum_v1,0.265,0
1717190800,MNT-USD,onchain_oi_v1,0.28,0
1717190800,MNT-USD,funding_v1,0.343,0
1717190800,MNT-USD,news_v1,0.377,0
1717190800,MNT-USD,rogue_10x_v1,0.05,0
1717194400,MNT-USD,momentum_v1,0.284,0
1717194400,MNT-USD,onchain_oi_v1,0.724,0
1717194400,MNT-USD,funding_v1,0.334,0
1717194400,MNT-USD,news_v1,0.347,0
1717194400,MNT-USD,rogue_10x_v1,0.05,0
1717198000,MNT-USD,momentum_v1,0.721,0
1717198000,MNT-USD,onchain_oi_v1,0.283,0
1717198000,MNT-USD,funding_v1,0.702,0
1717198000,MNT-USD,news_v1,0.363,0
1717198000,MNT-USD,rogue_10x_v1,0.95,0
1717201600,MNT-USD,momentum_v1,0.694,1
1717201600,MNT-USD,onchain_oi_v1,0.69,1
1717201600,MNT-USD,funding_v1,0.68,1
1717201600,MNT-USD,news_v1,0.647,1
1717201600,MNT-USD,rogue_10x_v1,0.95,1
1717205200,MNT-USD,momentum_v1,0.733,1
1717205200,MNT-USD,onchain_oi_v1,0.321,1
1717205200,MNT-USD,funding_v1,0.669,1
1717205200,MNT-USD,news_v1,0.371,1
1717205200,MNT-USD,rogue_10x_v1,0.05,1
1717208800,MNT-USD,momentum_v1,0.738,1
1717208800,MNT-USD,onchain_oi_v1,0.709,1
1717208800,MNT-USD,funding_v1,0.683,1
1717208800,MNT-USD,news_v1,0.37,1
1717208800,MNT-USD,rogue_10x_v1,0.05,1
1717212400,MNT-USD,momentum_v1,0.268,0
1717212400,MNT-USD,onchain_oi_v1,0.727,0
1717212400,MNT-USD,funding_v1,0.302,0
1717212400,MNT-USD,news_v1,0.344,0
1717212400,MNT-USD,rogue_10x_v1,0.95,0
1717216000,MNT-USD,momentum_v1,0.3,0
1717216000,MNT-USD,onchain_oi_v1,0.293,0
1717216000,MNT-USD,funding_v1,0.314,0
1717216000,MNT-USD,news_v1,0.624,0
1717216000,MNT-USD,rogue_10x_v1,0.95,0
1717219600,MNT-USD,momentum_v1,0.255,1
1717219600,MNT-USD,onchain_oi_v1,0.329,1
1717219600,MNT-USD,funding_v1,0.659,1
1717219600,MNT-USD,news_v1,0.621,1
1717219600,MNT-USD,rogue_10x_v1,0.05,1
1717223200,MNT-USD,momentum_v1,0.746,0
1717223200,MNT-USD,onchain_oi_v1,0.682,0
1717223200,MNT-USD,funding_v1,0.293,0
1717223200,MNT-USD,news_v1,0.631,0
1717223200,MNT-USD,rogue_10x_v1,0.05,0
1717226800,MNT-USD,momentum_v1,0.7,1
1717226800,MNT-USD,onchain_oi_v1,0.71,1
1717226800,MNT-USD,funding_v1,0.306,1
1717226800,MNT-USD,news_v1,0.38,1
1717226800,MNT-USD,rogue_10x_v1,0.95,1
1717230400,MNT-USD,momentum_v1,0.28,0
1717230400,MNT-USD,onchain_oi_v1,0.32,0
1717230400,MNT-USD,funding_v1,0.307,0
1717230400,MNT-USD,news_v1,0.352,0
1717230400,MNT-USD,rogue_10x_v1,0.95,0
1717234000,MNT-USD,momentum_v1,0.288,0
1717234000,MNT-USD,onchain_oi_v1,0.307,0
1717234000,MNT-USD,funding_v1,0.672,0
1717234000,MNT-USD,news_v1,0.68,0
1717234000,MNT-USD,rogue_10x_v1,0.05,0
1717237600,MNT-USD,momentum_v1,0.735,1
1717237600,MNT-USD,onchain_oi_v1,0.708,1
1717237600,MNT-USD,funding_v1,0.322,1
1717237600,MNT-USD,news_v1,0.658,1
1717237600,MNT-USD,rogue_10x_v1,0.05,1
1717241200,MNT-USD,momentum_v1,0.278,0
1717241200,MNT-USD,onchain_oi_v1,0.707,0
1717241200,MNT-USD,funding_v1,0.316,0
1717241200,MNT-USD,news_v1,0.362,0
1717241200,MNT-USD,rogue_10x_v1,0.05,0
1717244800,MNT-USD,momentum_v1,0.727,1
1717244800,MNT-USD,onchain_oi_v1,0.679,1
1717244800,MNT-USD,funding_v1,0.339,1
1717244800,MNT-USD,news_v1,0.356,1
1717244800,MNT-USD,rogue_10x_v1,0.05,1
1717248400,MNT-USD,momentum_v1,0.725,1
1717248400,MNT-USD,onchain_oi_v1,0.677,1
1717248400,MNT-USD,funding_v1,0.692,1
1717248400,MNT-USD,news_v1,0.355,1
1717248400,MNT-USD,rogue_10x_v1,0.05,1
1717252000,MNT-USD,momentum_v1,0.279,0
1717252000,MNT-USD,onchain_oi_v1,0.67,0
1717252000,MNT-USD,funding_v1,0.343,0
1717252000,MNT-USD,news_v1,0.678,0
1717252000,MNT-USD,rogue_10x_v1,0.95,0
1717255600,MNT-USD,momentum_v1,0.72,1
1717255600,MNT-USD,onchain_oi_v1,0.697,1
1717255600,MNT-USD,funding_v1,0.296,1
1717255600,MNT-USD,news_v1,0.354,1
1717255600,MNT-USD,rogue_10x_v1,0.05,1
1717259200,MNT-USD,momentum_v1,0.726,1
1717259200,MNT-USD,onchain_oi_v1,0.689,1
1717259200,MNT-USD,funding_v1,0.349,1
1717259200,MNT-USD,news_v1,0.366,1
1717259200,MNT-USD,rogue_10x_v1,0.05,1
1717262800,MNT-USD,momentum_v1,0.721,1
1717262800,MNT-USD,onchain_oi_v1,0.694,1
1717262800,MNT-USD,funding_v1,0.68,1
1717262800,MNT-USD,news_v1,0.667,1
1717262800,MNT-USD,rogue_10x_v1,0.05,1
1717266400,MNT-USD,momentum_v1,0.742,1
1717266400,MNT-USD,onchain_oi_v1,0.684,1
1717266400,MNT-USD,funding_v1,0.675,1
1717266400,MNT-USD,news_v1,0.65,1
1717266400,MNT-USD,rogue_10x_v1,0.05,1
1717270000,MNT-USD,momentum_v1,0.735,1
1717270000,MNT-USD,onchain_oi_v1,0.299,1
1717270000,MNT-USD,funding_v1,0.702,1
1717270000,MNT-USD,news_v1,0.653,1
1717270000,MNT-USD,rogue_10x_v1,0.05,1
1717273600,MNT-USD,momentum_v1,0.71,1
1717273600,MNT-USD,onchain_oi_v1,0.302,1
1717273600,MNT-USD,funding_v1,0.687,1
1717273600,MNT-USD,news_v1,0.637,1
1717273600,MNT-USD,rogue_10x_v1,0.95,1
1717277200,MNT-USD,momentum_v1,0.729,1
1717277200,MNT-USD,onchain_oi_v1,0.692,1
1717277200,MNT-USD,funding_v1,0.316,1
1717277200,MNT-USD,news_v1,0.652,1
1717277200,MNT-USD,rogue_10x_v1,0.05,1
1717280800,MNT-USD,momentum_v1,0.724,1
1717280800,MNT-USD,onchain_oi_v1,0.699,1
1717280800,MNT-USD,funding_v1,0.303,1
1717280800,MNT-USD,news_v1,0.621,1
1717280800,MNT-USD,rogue_10x_v1,0.95,1
1717284400,MNT-USD,momentum_v1,0.27,0
1717284400,MNT-USD,onchain_oi_v1,0.696,0
1717284400,MNT-USD,funding_v1,0.335,0
1717284400,MNT-USD,news_v1,0.639,0
1717284400,MNT-USD,rogue_10x_v1,0.95,0
1717288000,MNT-USD,momentum_v1,0.271,0
1717288000,MNT-USD,onchain_oi_v1,0.284,0
1717288000,MNT-USD,funding_v1,0.7,0
1717288000,MNT-USD,news_v1,0.329,0
1717288000,MNT-USD,rogue_10x_v1,0.95,0
1717291600,MNT-USD,momentum_v1,0.252,1
1717291600,MNT-USD,onchain_oi_v1,0.711,1
1717291600,MNT-USD,funding_v1,0.301,1
1717291600,MNT-USD,news_v1,0.68,1
1717291600,MNT-USD,rogue_10x_v1,0.05,1
1717295200,MNT-USD,momentum_v1,0.26,0
1717295200,MNT-USD,onchain_oi_v1,0.289,0
1717295200,MNT-USD,funding_v1,0.673,0
1717295200,MNT-USD,news_v1,0.367,0
1717295200,MNT-USD,rogue_10x_v1,0.05,0
1717298800,MNT-USD,momentum_v1,0.258,1
1717298800,MNT-USD,onchain_oi_v1,0.284,1
1717298800,MNT-USD,funding_v1,0.341,1
1717298800,MNT-USD,news_v1,0.678,1
1717298800,MNT-USD,rogue_10x_v1,0.95,1
1717302400,MNT-USD,momentum_v1,0.726,1
1717302400,MNT-USD,onchain_oi_v1,0.284,1
1717302400,MNT-USD,funding_v1,0.302,1
1717302400,MNT-USD,news_v1,0.338,1
1717302400,MNT-USD,rogue_10x_v1,0.95,1
1717306000,MNT-USD,momentum_v1,0.706,1
1717306000,MNT-USD,onchain_oi_v1,0.686,1
1717306000,MNT-USD,funding_v1,0.673,1
1717306000,MNT-USD,news_v1,0.338,1
1717306000,MNT-USD,rogue_10x_v1,0.95,1
1717309600,MNT-USD,momentum_v1,0.266,1
1717309600,MNT-USD,onchain_oi_v1,0.723,1
1717309600,MNT-USD,funding_v1,0.297,1
1717309600,MNT-USD,news_v1,0.659,1
1717309600,MNT-USD,rogue_10x_v1,0.95,1
1717313200,MNT-USD,momentum_v1,0.705,1
1717313200,MNT-USD,onchain_oi_v1,0.723,1
1717313200,MNT-USD,funding_v1,0.657,1
1717313200,MNT-USD,news_v1,0.359,1
1717313200,MNT-USD,rogue_10x_v1,0.05,1
1717316800,MNT-USD,momentum_v1,0.705,1
1717316800,MNT-USD,onchain_oi_v1,0.725,1
1717316800,MNT-USD,funding_v1,0.304,1
1717316800,MNT-USD,news_v1,0.678,1
1717316800,MNT-USD,rogue_10x_v1,0.05,1
1717320400,MNT-USD,momentum_v1,0.268,1
1717320400,MNT-USD,onchain_oi_v1,0.278,1
1717320400,MNT-USD,funding_v1,0.693,1
1717320400,MNT-USD,news_v1,0.623,1
1717320400,MNT-USD,rogue_10x_v1,0.95,1
1717324000,MNT-USD,momentum_v1,0.25,0
1717324000,MNT-USD,onchain_oi_v1,0.309,0
1717324000,MNT-USD,funding_v1,0.327,0
1717324000,MNT-USD,news_v1,0.374,0
1717324000,MNT-USD,rogue_10x_v1,0.05,0
1717327600,MNT-USD,momentum_v1,0.742,1
1717327600,MNT-USD,onchain_oi_v1,0.707,1
1717327600,MNT-USD,funding_v1,0.346,1
1717327600,MNT-USD,news_v1,0.628,1
1717327600,MNT-USD,rogue_10x_v1,0.05,1
1717331200,MNT-USD,momentum_v1,0.734,1
1717331200,MNT-USD,onchain_oi_v1,0.702,1
1717331200,MNT-USD,funding_v1,0.652,1
1717331200,MNT-USD,news_v1,0.677,1
1717331200,MNT-USD,rogue_10x_v1,0.05,1
1717334800,MNT-USD,momentum_v1,0.738,1
1717334800,MNT-USD,onchain_oi_v1,0.672,1
1717334800,MNT-USD,funding_v1,0.304,1
1717334800,MNT-USD,news_v1,0.626,1
1717334800,MNT-USD,rogue_10x_v1,0.95,1
1717338400,MNT-USD,momentum_v1,0.283,0
1717338400,MNT-USD,onchain_oi_v1,0.282,0
1717338400,MNT-USD,funding_v1,0.319,0
1717338400,MNT-USD,news_v1,0.331,0
1717338400,MNT-USD,rogue_10x_v1,0.05,0
1717342000,MNT-USD,momentum_v1,0.705,0
1717342000,MNT-USD,onchain_oi_v1,0.3,0
1717342000,MNT-USD,funding_v1,0.347,0
1717342000,MNT-USD,news_v1,0.377,0
1717342000,MNT-USD,rogue_10x_v1,0.95,0
1717345600,MNT-USD,momentum_v1,0.268,0
1717345600,MNT-USD,onchain_oi_v1,0.329,0
1717345600,MNT-USD,funding_v1,0.337,0
1717345600,MNT-USD,news_v1,0.322,0
1717345600,MNT-USD,rogue_10x_v1,0.95,0
1717349200,MNT-USD,momentum_v1,0.259,1
1717349200,MNT-USD,onchain_oi_v1,0.704,1
1717349200,MNT-USD,funding_v1,0.667,1
1717349200,MNT-USD,news_v1,0.629,1
1717349200,MNT-USD,rogue_10x_v1,0.05,1
1717352800,MNT-USD,momentum_v1,0.288,0
1717352800,MNT-USD,onchain_oi_v1,0.692,0
1717352800,MNT-USD,funding_v1,0.348,0
1717352800,MNT-USD,news_v1,0.357,0
1717352800,MNT-USD,rogue_10x_v1,0.95,0
1717356400,MNT-USD,momentum_v1,0.696,1
1717356400,MNT-USD,onchain_oi_v1,0.706,1
1717356400,MNT-USD,funding_v1,0.673,1
1717356400,MNT-USD,news_v1,0.344,1
1717356400,MNT-USD,rogue_10x_v1,0.95,1
1717360000,MNT-USD,momentum_v1,0.701,1
1717360000,MNT-USD,onchain_oi_v1,0.685,1
1717360000,MNT-USD,funding_v1,0.293,1
1717360000,MNT-USD,news_v1,0.664,1
1717360000,MNT-USD,rogue_10x_v1,0.95,1
1717363600,MNT-USD,momentum_v1,0.298,0
1717363600,MNT-USD,onchain_oi_v1,0.325,0
1717363600,MNT-USD,funding_v1,0.292,0
1717363600,MNT-USD,news_v1,0.34,0
1717363600,MNT-USD,rogue_10x_v1,0.05,0
1717367200,MNT-USD,momentum_v1,0.298,0
1717367200,MNT-USD,onchain_oi_v1,0.682,0
1717367200,MNT-USD,funding_v1,0.337,0
1717367200,MNT-USD,news_v1,0.361,0
1717367200,MNT-USD,rogue_10x_v1,0.95,0
1717370800,MNT-USD,momentum_v1,0.735,0
1717370800,MNT-USD,onchain_oi_v1,0.283,0
1717370800,MNT-USD,funding_v1,0.663,0
1717370800,MNT-USD,news_v1,0.365,0
1717370800,MNT-USD,rogue_10x_v1,0.05,0
1717374400,MNT-USD,momentum_v1,0.732,1
1717374400,MNT-USD,onchain_oi_v1,0.323,1
1717374400,MNT-USD,funding_v1,0.656,1
1717374400,MNT-USD,news_v1,0.669,1
1717374400,MNT-USD,rogue_10x_v1,0.95,1
1717378000,MNT-USD,momentum_v1,0.296,0
1717378000,MNT-USD,onchain_oi_v1,0.321,0
1717378000,MNT-USD,funding_v1,0.324,0
1717378000,MNT-USD,news_v1,0.378,0
1717378000,MNT-USD,rogue_10x_v1,0.95,0
1717381600,MNT-USD,momentum_v1,0.7,1
1717381600,MNT-USD,onchain_oi_v1,0.698,1
1717381600,MNT-USD,funding_v1,0.679,1
1717381600,MNT-USD,news_v1,0.669,1
1717381600,MNT-USD,rogue_10x_v1,0.05,1
1717385200,MNT-USD,momentum_v1,0.306,0
1717385200,MNT-USD,onchain_oi_v1,0.32,0
1717385200,MNT-USD,funding_v1,0.291,0
1717385200,MNT-USD,news_v1,0.34,0
1717385200,MNT-USD,rogue_10x_v1,0.05,0
1717388800,MNT-USD,momentum_v1,0.738,0
1717388800,MNT-USD,onchain_oi_v1,0.7,0
1717388800,MNT-USD,funding_v1,0.345,0
1717388800,MNT-USD,news_v1,0.323,0
1717388800,MNT-USD,rogue_10x_v1,0.95,0
